HITId	tweet	sentiment	directness	annotator_sentiment	target	group	hate
4443	they'll never get called spic wetback beaner etc. they'll never get pulled officer racist. @url	normal	indirect	anger_fear_shock_indifference_disgust	origin	hispanics	False
2215	can't eu tighten immigration laws...prevent immigration shithole countries like usa whilst ha @url	abusive_hateful	indirect	sadness_indifference	origin	other	True
3544	oh fuck silly wetback cunt	abusive_disrespectful	direct	anger_sadness_shock_indifference	other	women	True
5370	random spic spends much time /pol/ /x/ @url	fearful_offensive_hateful_disrespectful_normal	indirect	sadness_fear	other	other	True
4979	quentin tarantino studio greenlights every nigger put script. @url	fearful_abusive_offensive_disrespectful_normal	indirect	sadness_disgust	origin	indian/hindu	True
2848	made another faggot cum wants play cup pong	offensive	indirect	anger_disgust	gender	gay	True
4377	cunt  @url	offensive_normal	indirect	anger_confusion	gender	women	True
3738	@user goal dnc... import addict immigrants towelfare programs order guarantee @url	normal	indirect	indifference_disgust	other	other	False
811	faggot @url	offensive	indirect	anger_confusion_sadness_shock_indifference	sexual_orientation	muslims	True
1230	@user *insert ching chong ping pong meme ( hahaha funni funni' surname pronounced li @url	fearful_abusive_disrespectful_hateful_normal	indirect	anger_disgust	origin	individual	True
454	twat @url	offensive	indirect	anger_disgust	disability	women	True
3764	snuggle..nphysically within thensame 17mi tango twat thatnneeds the: parking lot rendezvous updated	normal	indirect	anger_disgust	other	women	False
5076	lmao fucking retarded lazy	offensive	indirect	anger_fear_shock_sadness_disgust	origin	special_needs	True
3278	ice arrested undocumented immigrants came forward take undocumented children @user @url	fearful_offensive_hateful_disrespectful_normal	indirect	anger_fear_indifference_sadness_disgust	other	other	True
64	never called kike dirty jew @user began campaign. hateful rhetoric ha @url	hateful_normal	indirect	anger_indifference	other	other	True
1790	good thinking law enforcement spic uc honda accord eat shit say one word mind games fun th @url	normal	indirect	anger_confusion_fear_shock_indifference	origin	women	False
5083	robert bower leftist terrorist @url	normal	indirect	anger_confusion_sadness_shock_indifference	gender	left_wing_people	False
2335	@user going blind twat roofe get chest leg used h @url	hateful	indirect	sadness_indifference	origin	women	True
5207	@user @user @user leftist read social media posts hated refugees immi @url	fearful_hateful	indirect	sadness_indifference	origin	refugees	True
1667	finished #makingamurderer 2. bobby dassey guilty. ken kratz cunt. kathleen zellner legend.  delores allen avery.	normal	indirect	confusion_sadness_shock_indifference_disgust	other	women	False
2099	fuck rivalry. make jokes people intensive care dying twat. @url	offensive	indirect	anger_disgust	other	other	True
4758	ignis scientia call retard	offensive	indirect	anger_disgust	disability	special_needs	True
2945	past 3 months i've seen go carefree person itw depressed cunt itw lmaooooo @url	offensive	indirect	confusion_fear_indifference_sadness_disgust	other	other	True
4185	filipinos bad things inggit....uh!!! crazy mongoloid abnormal....nwhy touch (thief) @url	offensive_hateful	indirect	anger_sadness	origin	special_needs	True
1868	@user get gmod cunt	fearful_disrespectful	indirect	anger_disgust	gender	women	True
1014	@user let anyone shithole countries right mushroomdick?	offensive	indirect	anger_sadness	origin	other	True
1919	@user yeah faggot!	hateful	indirect	indifference_disgust	sexual_orientation	other	True
2718	@user think orthodox spin getting dull leggie chinaman spinners getting overrated	fearful_abusive_offensive_hateful_normal	indirect	anger_fear_shock_indifference_sadness	origin	muslims	True
5005	million one fucking laws average joe.nnbut million fucking loopholes silver spoon faggot @url	hateful	indirect	anger_confusion_sadness_indifference_disgust	sexual_orientation	other	True
1362	fun fact got called chink ching chongd 11th grade barely look asian white town	hateful_disrespectful	indirect	anger_sadness_shock_indifference_disgust	origin	women	True
4573	hey @user learn live without @user @user @user @user @user @user @user @url	normal	indirect	indifference_disgust	other	individual	False
1977	@user @user let stopped selling spic nuggets	offensive	indirect	anger_sadness	origin	other	True
1103	@user @user @user @user guy said slaves immigrants.	offensive	indirect	confusion_disgust	origin	immigrants	True
3503	@user twat really say this? sadly almost sounds like might believably words? surel @url	hateful_disrespectful	indirect	confusion_disgust	gender	women	True
2886	@user @user @user @user @user @user oh he's sick head cunt @url	fearful_offensive	indirect	anger_sadness	gender	women	True
2941	@user @user agreed. stop funding middle east. mean every last @url	offensive	indirect	anger_disgust	other	other	True
4932	busy suspending people say faggot n word fat shame @url	offensive	indirect	anger_disgust	origin	gay	True
1728	women dj says they're serving dollar retard juice bar: @url	offensive	indirect	fear_disgust	other	women	True
3550	@user still faggot	offensive_hateful	direct	sadness_indifference	sexual_orientation	individual	True
5231	@user share wealth - history - wealthy pissing well - bring disease destruction!!!	fearful_abusive_offensive_hateful_disrespectful	indirect	sadness_disgust	other	special_needs	True
317	@user mongy like	hateful_normal	indirect	anger_sadness	other	other	True
4199	@user third world shithole country ny.	offensive	indirect	shock_indifference	origin	other	True
2727	look mongoloid. two f*cking years later he's cracked it. real f*cking alfred eimstime @url	abusive_offensive_disrespectful_hateful_normal	indirect	anger_confusion_sadness_indifference_fear	disability	special_needs	True
1325	nyaa said shhh side nigga calling n told gts retarded	fearful_abusive_offensive_hateful_normal	indirect	sadness_indifference	origin	special_needs	True
2047	@user @user suspicion upstairs chinaman neighbor feigning mental illness since 3 years agoslamming g @url	offensive	indirect	anger_fear_shock_sadness_disgust	origin	special_needs	True
4194	@user im waiting say nigger honestly	normal	indirect	confusion_sadness	origin	african_descent	False
5252	highkey reason want leave shithole country current political awareness curren @url	fearful_normal	indirect	shock_indifference	other	other	True
4806	kasey fucking dyke someone please get twt	normal	indirect	anger_confusion_indifference_disgust	sexual_orientation	gay	False
2170	@user i'm tryina eat twat taco.	offensive	indirect	shock_disgust	gender	women	True
3131	president trump rumored said thei countries including mexico nothing shitholes. @url	offensive	indirect	anger_sadness_shock_indifference_disgust	origin	other	True
4762	@user hahahahaha match maker??? learn make sentence retard hell yeah i'm bitch scar @url	hateful	indirect	anger_disgust	disability	special_needs	True
2176	horrible twat. unfollow @url	fearful_offensive_hateful_disrespectful_normal	indirect	confusion_fear_indifference_sadness_disgust	gender	women	True
3758	@user ahaha guy types much well another fat retard banned cya	hateful	indirect	sadness_disgust	disability	special_needs	True
622	@user nah. clearly joke know single thing person already seems like twat.	normal	indirect	sadness_indifference	other	other	False
1492	ive seen people openly racistly mocked bts called ching chong music wanna preach bullying b @url	hateful_disrespectful	indirect	confusion_indifference	origin	muslims	True
3108	@user call spic gonna lie	hateful	indirect	confusion_indifference	origin	left_wing_people	True
4734	@user republicans like: yeah kinda raghead gives fuck?	offensive	indirect	anger_disgust	origin	special_needs	True
4892	dating m*** yet dyke _ yet ben yet soon @url	offensive	indirect	anger_fear_shock_indifference_sadness	other	other	True
4014	dad: ching chon wong wong ching chong chong	hateful_disrespectful	indirect	sadness_disgust	origin	other	True
4426	nearly 40 million social security numbers stolen used illegal immigrants others g	fearful_offensive	direct	anger_fear_shock_sadness_disgust	origin	left_wing_people	True
4764	korean lookin' ass retard #ass #bot	normal	direct	sadness_disgust	origin	jews	False
796	armies - get canada mexico cuba europe asia shithole countries even switze @url	offensive	indirect	shock_disgust	origin	other	True
5434	there's simple answer this.nn1. deport cuntnn2. reduce next aid payment somalia amounts. @url	fearful_abusive_offensive_hateful_normal	indirect	anger_indifference	origin	women	True
2504	dick making retarded -lydia k	fearful	indirect	anger_sadness_shock_indifference_disgust	sexual_orientation	special_needs	True
2316	@user totally agree.. green card islamic maybe several wives camel land. muzzie bro @url	offensive	indirect	sadness_indifference	religion	other	True
275	find faggotnnnnyou can't? that's faggot @url	offensive	indirect	anger_confusion_fear_shock_disgust	sexual_orientation	gay	True
4681	ingenious portmanteau liberal' retard' martha.nn-george washington 1776	offensive_normal	indirect	anger_sadness	other	other	True
1172	@user laughed retarded man is.	disrespectful_hateful	indirect	anger_confusion_sadness_shock_disgust	disability	special_needs	True
5466	@user @user ut sec auburn last year mongoloid 	offensive	indirect	sadness_disgust	origin	individual	True
803	@user shut nigger	offensive	direct	shock_disgust	origin	african_descent	True
4119	waiting see videos ule retarded drunk	offensive	indirect	anger_indifference	other	special_needs	True
3957	hearing lookin' ass mongoloid #ass #bot	offensive	indirect	anger_sadness_shock_indifference_disgust	disability	special_needs	True
2487	know sucks white lol yall made word nigger/nigga &amp; yall cant even say	hateful	indirect	anger_fear_shock_sadness_disgust	origin	individual	True
3287	@user never said dyke	abusive_offensive_hateful_disrespectful	direct	anger_confusion_fear_sadness_disgust	sexual_orientation	women	True
4358	retarded fuck! @user @url	hateful	direct	sadness_indifference	disability	special_needs	True
1404	got chinaman's chance.	normal	indirect	anger_sadness	origin	other	False
2121	choke one fitzsimmons cuntn@url	offensive	indirect	sadness_disgust	gender	women	True
4331	@user @user @user russia shithole country	offensive	indirect	confusion_fear_shock_sadness_disgust	origin	other	True
4644	@user @user @user @user mongoloid drill press make auto sear.nnthe @url	offensive_hateful	indirect	anger_sadness	origin	special_needs	True
38	everyone knows feminazi's r lying gd teeth @user @user @user @url	offensive	indirect	indifference_disgust	other	women	True
5046	@user @user @user kno leftist women far biggest domestic threat country. nearly 3/4 @url	offensive	indirect	indifference_disgust	gender	women	True
2401	since im japanese heres japanese terms ill teach u: ching chong ling long long d0ng	abusive_offensive	indirect	anger_indifference	origin	other	True
956	@user @user @user well agree mary. tweet joke. stephen twat @url	offensive	indirect	anger_fear_shock_indifference_disgust	origin	women	True
230	literally waited red light five minutes i'm fucking retard	offensive	indirect	anger_confusion_sadness_shock_indifference	disability	women	True
1850	@user @user @user cringe still stealing peoples vernacular unoriginal faggot	hateful	indirect	confusion_sadness_shock_indifference_disgust	sexual_orientation	other	True
236	aw nut cunt fkn gee lift home	abusive_disrespectful	indirect	anger_disgust	gender	women	True
5614	@user hi little nigger u	offensive	direct	anger_sadness_shock_indifference_disgust	origin	hispanics	True
552	who's serving today faggot #findom	abusive_offensive_hateful_disrespectful_normal	indirect	anger_indifference	other	special_needs	True
3747	@user actions shithole countries. never dreamed i'd see sort behaviour don's @url	offensive	indirect	anger_sadness	origin	other	True
2185	true. especially music. taking class rock history american music started negro spiritu @url	offensive	indirect	confusion_disgust	origin	hispanics	True
1973	country 68 parties 68 presidential candidates vying one office shithole country @url	normal	indirect	confusion_shock	origin	other	False
2162	hate people ask socialize like u fucking rude? ever asked stop breathing faggot piece shit?!	offensive_hateful	indirect	shock_disgust	sexual_orientation	hispanics	True
396	instead saying immigrants threat national security need acknowledge plenty @url	disrespectful_normal	indirect	fear_sadness	origin	individual	True
2802	shut fat sweaty mongoloid. never get higher d. - stan #southpark	hateful_normal	direct	anger_confusion_sadness_indifference_disgust	disability	special_needs	True
4834	@user @user @user talking u retard	offensive	indirect	anger_disgust	disability	special_needs	True
4499	@user yes.nhe needs fuck muslim country practice there.ntotal cunt tgat started @url	offensive	direct	anger_disgust	religion	women	True
3527	@user he's mentally ill sick twat. # ynwa	offensive	direct	anger_fear_shock_indifference_disgust	origin	special_needs	True
2400	@user replaced retard chud	offensive	indirect	anger_indifference	disability	special_needs	True
1937	@user @user happy bday mongoloid	offensive	indirect	confusion_shock_indifference_disgust	origin	other	True
5525	@user @user @user @user @user name ching chong. assume name?	offensive	indirect	shock_disgust	origin	asians	True
1622	@user let retweet fucking mongoloid	hateful	indirect	sadness_indifference	origin	special_needs	True
3184	retard @user @url	offensive	indirect	fear_indifference_sadness_disgust	disability	special_needs	True
52	retarded. okay perfect.	offensive	indirect	anger_sadness	disability	special_needs	True
48	@user @user msnbc identified terrorist organization! leftist media well!	fearful_abusive_offensive_disrespectful_normal	indirect	confusion_sadness_shock_indifference_disgust	other	other	True
4889	negro	offensive	indirect	anger_fear_shock_indifference_sadness	origin	other	True
3037	would mum think twat proper curse word? oops!	offensive	indirect	sadness_disgust	gender	women	True
3573	bull dyke beating hot lezzie fems down. @url	offensive	indirect	fear_disgust	sexual_orientation	other	True
4803	rondo mcgee retarded	offensive	indirect	anger_confusion_fear_indifference_disgust	disability	special_needs	True
3453	@user @user @user like rally's go mongoloid	offensive	indirect	anger_disgust	disability	special_needs	True
3687	@user stupid mongy americans	offensive	direct	anger_disgust	origin	special_needs	True
2065	need 1 asap scrims bc @user retard afk	offensive	indirect	fear_shock_indifference_disgust	disability	special_needs	True
4209	@user least give credits ching chong name	offensive	indirect	sadness_disgust	origin	muslims	True
4009	least mother raised one common sense. wonder many immigrants siblings taken in.	offensive	indirect	sadness_indifference	origin	individual	True
5373	@user take twat who's like nine years	offensive	indirect	anger_disgust	gender	women	True
5118	@user buying raghead votes see	abusive_normal	indirect	indifference_disgust	other	special_needs	True
3372	@user trailer trash tammy keeping real republicunts.	offensive	indirect	indifference_disgust	other	other	True
3562	mdrn world hs frame. whoevr dont suit frame bigot.dis intellectual terrorism n victims wudnt even knw r victim.	offensive	indirect	anger_sadness	other	other	True
231	words it'll become shithole state instead shithole country? @url	hateful	indirect	anger_shock	origin	other	True
207	@user fair nigger!	fearful_abusive_offensive_disrespectful_normal	indirect	sadness_disgust	origin	african_descent	True
4134	tribal indian mongoloid time facing racism three fronts. let get @url	normal	indirect	anger_indifference	origin	indian/hindu	False
2100	picked liam good mate n dirty little gremlin cunt thrown car	offensive	indirect	anger_fear	gender	left_wing_people	True
2948	retard.. @url	abusive_offensive	indirect	anger_disgust	disability	special_needs	True
4554	@user @user @user @user @user @user listen chump.. tell non zionist je @url	abusive_offensive	indirect	confusion_indifference	other	left_wing_people	True
4161	@user guys legit retarded they'll diamond still go chasing dirt pile.	hateful_disrespectful	indirect	anger_confusion_fear_sadness_disgust	disability	special_needs	True
1786	@user photo id voter suppression... quite basic standard throughout world... unless usa shithole country?	hateful_disrespectful	indirect	anger_fear_indifference_sadness_disgust	origin	other	True
3303	@user listen cat soup @url	offensive	indirect	anger_fear_indifference_sadness_disgust	other	other	True
2238	@user thought one used phrase twat waffle.	fearful	indirect	confusion_sadness	gender	special_needs	True
384	y'all niggas gay hella faggot ass shit	abusive_hateful	indirect	confusion_shock_disgust_anger_fear_indifference	sexual_orientation	left_wing_people	True
961	@user bro u fucking retard u actually think u better viewers twitch bro......get	offensive	indirect	anger_fear_shock_indifference_disgust	disability	special_needs	True
2637	always trick watching things love interest emotionally closed cunt yeah @url	offensive	indirect	anger_indifference	sexual_orientation	women	True
4581	@user @user @user @user omfg. know apparently. retard thr @url	offensive	indirect	anger_confusion_sadness_indifference_disgust	disability	special_needs	True
4017	legit shithole country. @url	offensive	indirect	shock_indifference	origin	refugees	True
617	@user @user he's correct gonna retarded. music could fit guide line. generation rap shit	offensive	indirect	anger_confusion_shock_indifference_disgust	other	special_needs	True
3746	jesus goddamn whore christ. jesus goddamn cunt christ. jesus goddamn whore christ. jesus goddamn cunt christ. jesus @url	hateful_disrespectful	indirect	shock_disgust	gender	other	True
4284	@user thanks nigger cant wait impending death coming @url	offensive	direct	anger_disgust	origin	individual	True
434	@user still fucking twat	offensive_hateful	indirect	anger_confusion_sadness_indifference_disgust	gender	women	True
4786	@user wait im racist shut nigger	hateful	indirect	confusion_sadness_shock_indifference_disgust	origin	individual	True
127	@user literally mudslinging retard	hateful	direct	sadness_disgust	disability	special_needs	True
2152	love is...nnsometimes i'm younsometimes i'm not. nsometimes adorablensometimes twat. nsometi @url	offensive	indirect	shock_indifference	other	other	True
5356	@user @user @user lose mongoloid playstyles smh gonna trash m2 today	offensive_hateful	indirect	anger_shock	origin	special_needs	True
5061	bad night considering part mongoloid... @url	normal	indirect	sadness_shock	origin	individual	False
2918	@user feminazi's	offensive	indirect	anger_fear_shock_indifference_sadness	origin	women	True
5337	droppin shit girls drink ugly ass faggot wants hands 	offensive	indirect	anger_indifference	sexual_orientation	other	True
270	@user ok hobi spic	fearful_abusive_offensive_hateful_disrespectful	indirect	shock_indifference	origin	hispanics	True
184	@user brazil go vote use finger print id 3rd world shithole... wh @url	offensive	indirect	confusion_fear_shock_indifference_disgust	origin	special_needs	True
3256	@user @user got nothing raghead.	offensive_normal	indirect	anger_disgust	other	other	True
2281	bing bong ching chong look im asian lol	offensive_hateful	indirect	anger_disgust	origin	muslims	True
3183	@user shut fuck fuckin' furry faggot.	abusive_hateful	direct	anger_fear_shock_indifference_disgust	sexual_orientation	individual	True
1634	@user payne (chalk)bagley lal/pho fair priced jrich looks spic...wesley chucking everything right now. ganna wild slate	offensive	indirect	anger_disgust	other	other	True
3929	@user @user everything gay yo faggot ass	offensive	direct	anger_indifference	sexual_orientation	individual	True
178	@user rastice bitch add fagot sucks cock dam day night fucking faggot	offensive	direct	anger_sadness	origin	other	True
3773	black metal poetry day:nni saw virgin's cunt spawning forth snakenni witnessed tribes judah reduc @url	fearful_abusive_hateful_disrespectful_normal	indirect	confusion_shock	other	other	True
1999	&amp; retarded ass done sent damn feelings text message	offensive	indirect	shock_disgust	disability	special_needs	True
1681	make new account retard hard plenty ppl know close hundred accounts get banned @url	offensive	indirect	indifference_disgust	disability	special_needs	True
1478	guy actually said love koreans yeah im racist dont like ching chong music. @url	offensive_disrespectful	indirect	confusion_fear_shock_indifference_sadness	origin	refugees	True
4153	@user @user get ready bengalis refugees	fearful_abusive	indirect	fear_disgust	origin	left_wing_people	True
3357	@user @user officers warrant arrest son. get facts straight raghead.	offensive	direct	sadness_indifference	origin	muslims	True
4057	@user @user ivanka family american jews btw retard	offensive	indirect	anger_indifference	disability	special_needs	True
1379	egg also meet specific measurement device good luck retard	abusive_disrespectful	indirect	anger_shock	disability	special_needs	True
5027	stan twitter thinks they're funny making jokes x's death . surpised ching chong junior dies @url	offensive	direct	fear_disgust	origin	women	True
5259	black people become conservative.... doesnt mean go full retard means politics changed @url	fearful_abusive_offensive_hateful_normal	indirect	anger_confusion_sadness_indifference_fear	origin	special_needs	True
5053	ashley young manchester united's captain i'm chinaman	abusive_offensive_disrespectful_hateful_normal	indirect	shock_disgust	origin	individual	True
3767	@user @user talking democracy decency twat!	offensive	indirect	confusion_fear_indifference_sadness_disgust	other	women	True
2424	@user ooh kicking old school twat love	offensive	indirect	confusion_disgust	gender	women	True
2120	foreign cunt apparently really can't speak british streets. .... spoke parliament ne @url	hateful	indirect	anger_indifference	origin	women	True
1609	asked mother murukku .. gave retarded one told perfect murukkus diwali 	offensive	indirect	sadness_indifference	origin	other	True
2582	azerbaijan sucks want get hell country never come back shithole	normal	indirect	anger_confusion_fear_sadness_disgust	origin	special_needs	False
319	@user @user pretty sure called spic four times already	offensive_normal	indirect	anger_sadness_shock_indifference_disgust	origin	indian/hindu	True
3689	hell yeah always wanted fuck truck retarded name @url	offensive_hateful	indirect	confusion_disgust	disability	other	True
1229	@user get cord mongoloid	offensive	indirect	confusion_fear_shock_sadness	disability	special_needs	True
3170	i'll shake hands ever shoot cunt. @url	offensive	indirect	confusion_disgust	sexual_orientation	women	True
3596	@user cunt	offensive	indirect	shock_disgust	origin	other	True
5024	chart become false false everyday...no mongoloid family	offensive_disrespectful	direct	shock_disgust	origin	special_needs	True
619	calling faggot talking there's difference gays faggots gay guys l @url	offensive	indirect	anger_confusion_sadness_shock_disgust	sexual_orientation	indian/hindu	True
2426	antifa faggot pretending @user supporter make conservatives look bad that's @url	offensive	direct	sadness_disgust	gender	other	True
2165	cunt!!! @url	offensive	indirect	sadness_indifference	gender	women	True
1475	l'aquarius cherche un port pour accoster avec 11 migrants libyens @url via @user	normal	indirect	anger_sadness	origin	special_needs	False
1264	dis dyke finna get feminized backword	offensive	indirect	indifference_disgust	sexual_orientation	women	True
5182	@user who's paying raghead ass make idiotic statements like this? natural breastfeeding. anima @url	abusive_offensive_hateful_disrespectful_normal	indirect	confusion_disgust	origin	other	True
166	lagged yo chill faggot fucking hell lol. killing 	offensive	indirect	confusion_sadness_shock_indifference_disgust	sexual_orientation	special_needs	True
4401	@user happy birthday negro!!	fearful_abusive_offensive_disrespectful_normal	indirect	confusion_sadness	origin	african_descent	True
5132	@user yet administration wants curb legal immigration wanting immigrants shithole co @url	offensive	indirect	indifference_disgust	origin	left_wing_people	True
4281	@user retard go	offensive	indirect	anger_confusion_sadness_shock_disgust	disability	special_needs	True
3600	@user meaning ur country globally recognized rather shithole	offensive	indirect	shock_disgust	origin	other	True
1406	@user hey jim ever lose job could always go back country(cuba) take job mini @url	offensive	indirect	anger_sadness	origin	other	True
3317	@user @user leftist terrorist forgot obliterate guy's social media accounts like @url	offensive_disrespectful	indirect	anger_shock	other	special_needs	True
1587	@user retard? jeez!!	offensive_hateful	indirect	confusion_indifference	disability	special_needs	True
4818	nigga i'm straight girl faggot	offensive	indirect	indifference_disgust	origin	other	True
3724	needa start playing half decent people bro fuck imassacah cunt playing shit fuck	fearful_abusive	indirect	confusion_disgust	other	other	True
2468	@user feminazi fake news	normal	indirect	anger_confusion_fear_shock_sadness	origin	individual	False
5000	mongy cunt ashley young keep fist bumping everyone grow mate	normal	indirect	anger_disgust	gender	women	False
3844	@user cuz little ching chong eyes cant see words	abusive_disrespectful	indirect	anger_sadness_shock_indifference_disgust	origin	individual	True
4061	@user never lost phone retarded send-off worry. baffled people know wh @url	fearful_abusive_offensive_hateful_disrespectful	indirect	anger_disgust	disability	other	True
4282	@user well buddy himself. salty low . let chinaman beat plus channel @url	abusive_disrespectful	indirect	anger_disgust	origin	muslims	True
2031	tf voted crunch skittles?? spook season mongoloid season @url	offensive	indirect	anger_confusion_sadness_indifference_disgust	origin	other	True
1371	gonna take time create thread got go ahead wifey annihilate cunt &amp; tag e @url	abusive_normal	indirect	anger_fear_shock_sadness_disgust	gender	other	True
5089	@user @user cuz ur mongoloid	offensive	direct	anger_disgust	disability	special_needs	True
1477	@user kpop niggas: ching chong	offensive	indirect	anger_confusion_sadness_indifference_disgust	origin	other	True
1112	@user stunning.nthis guy actually retarded.	offensive	indirect	confusion_indifference	disability	special_needs	True
5042	@user @user think he's retarded	offensive	indirect	anger_disgust	disability	special_needs	True
1699	me: please support official releasenalso me: can't nintendo's cunt ports lik @url	offensive	indirect	anger_fear_indifference_sadness_disgust	other	other	True
1517	get car quick love. want make twat minute. @url	offensive	indirect	anger_confusion_fear_indifference_disgust	origin	women	True
4996	u2066@user : might surprised bomber probably illegal immigrant shithole @url	offensive	indirect	confusion_indifference	origin	other	True
2197	pour bernard kouchner la france devrait prendre plus de migrants	offensive	indirect	indifference_disgust	origin	special_needs	True
3559	also show boring even s1 riverdale interesting dyke icon cheryl blossom	offensive	indirect	indifference_disgust	gender	women	True
3515	share three lucky mongol 2 pencils pass upcat @url	offensive_disrespectful	indirect	anger_confusion_sadness_indifference_disgust	origin	individual	True
5301	bbc news - nauru refugees: island	normal	indirect	fear_shock_indifference_sadness_disgust	origin	refugees	False
4652	@user retard.	offensive	indirect	anger_confusion_sadness_shock_disgust	disability	special_needs	True
3344	ching chong china ching chong best	normal	indirect	anger_confusion	origin	other	False
4128	@user ya go anti-termite farrakhan leftist leaders. suppose celebrating today @url	offensive	indirect	indifference_disgust	origin	left_wing_people	True
1515	@user @user part hates meme i'm lazy stop retarded	offensive	indirect	anger_confusion_sadness_shock_disgust	disability	special_needs	True
4632	@user shut farmer. clearly retarded	offensive	indirect	anger_fear_shock_indifference_disgust	disability	special_needs	True
4587	entire van spic span. colors stickers vibrant. curling edges. hmmm... @url	normal	indirect	anger_confusion_fear_indifference_disgust	origin	other	False
3196	@user @user @user yes i'm easy toy turkey eating retard can't stop replying lmao	offensive_hateful	indirect	indifference_disgust	disability	special_needs	True
1853	@user @user ching chong wing kong mofucka!!	offensive	direct	confusion_sadness_shock_indifference_disgust	origin	asians	True
2569	really wish chinaman blown dog gamergate	normal	indirect	fear_sadness	origin	muslims	False
987	uploaded new episode el niito negro de william blake #spreaker #blake #lectura #poema #poesia @url	offensive	indirect	shock_indifference	other	other	True
5064	@user he's absolute twat	offensive	indirect	confusion_disgust	gender	other	True
614	@user actual fuck? raging cunt.	offensive	indirect	anger_shock_indifference_disgust	gender	women	True
1244	fuck dumbass bitch stupid ass idiot fucking crap load bullshit useless ass cunt headass asshole its-impossib @url	offensive_hateful	indirect	anger_confusion_fear_shock_disgust	gender	women	True
4147	@user get he'll like it. bye bye raghead..	offensive	direct	anger_disgust	origin	muslims	True
2771	@user crusader mongol?	offensive	indirect	anger_indifference	origin	special_needs	True
871	@user lol speak hazara(mongol) people nothing ethnic afghans (nor genetical @url	hateful	indirect	anger_fear_indifference_sadness_disgust	origin	other	True
4494	make sure yall go check @user official_piffboyziggy new video prd @user @url	offensive	indirect	anger_sadness_shock_indifference_disgust	origin	other	True
601	@user retarded	offensive	indirect	shock_disgust	disability	special_needs	True
4951	driving got ring stuck hair sat like retard trying change gears ripping hair outlol	offensive	indirect	anger_confusion_sadness_indifference_disgust	disability	special_needs	True
259	@user (shithole countries sons bitches bleeding whatever sleepy eyes grab @url	offensive	indirect	anger_confusion_sadness_shock_indifference	origin	special_needs	True
3342	actually ties nigger tbh	fearful_offensive_disrespectful_normal	direct	anger_sadness_indifference_disgust	origin	african_descent	True
887	time bloody drive swansea tho faggot	fearful_offensive	indirect	fear_shock_indifference_sadness_disgust	sexual_orientation	women	True
1106	@user @user @user read called mongoloid acted one.nnnow @url	offensive	indirect	sadness_disgust	origin	women	True
4612	getting twatnneverybody wants thatn#goirish #pasttenseoftweet	fearful_abusive_offensive_disrespectful_normal	indirect	confusion_fear_shock_sadness_disgust	gender	women	True
2634	@user see retarded	offensive	indirect	anger_disgust	disability	special_needs	True
2175	snickerdoodle inventor: brilliant godlikensnickerdoodle namer: faggot	offensive	indirect	anger_confusion_sadness_shock_disgust	sexual_orientation	hispanics	True
5060	@user comes mouth either retarded aids.	hateful	indirect	sadness_shock	origin	special_needs	True
781	hate term illegal aliens #htgawm	offensive	indirect	indifference_disgust	other	refugees	True
4683	@user @user @user many illegal aliens move home crystal?	offensive	indirect	fear_indifference	origin	special_needs	True
5470	#naankuse #volunteerafrica #wildlife #conservation #fridays #animals #chac	offensive	indirect	sadness_disgust	other	other	True
933	@user retard even know uses liberal arguments lmao	offensive	indirect	anger_disgust	disability	special_needs	True
1739	decency left shithole country richard spencer able stick hand @url	fearful_abusive_offensive_hateful_normal	indirect	anger_sadness_shock_indifference_disgust	origin	other	True
3682	use violence spread ideology fucking retard. lost argument ha @url	abusive_hateful	indirect	shock_disgust	sexual_orientation	individual	True
4159	@user look funny raghead	offensive	indirect	indifference_disgust	religion	muslims	True
3592	u imagine retarded? u know like president?! even arrest 56-year-old suspect cesar @url	offensive	indirect	anger_shock	disability	special_needs	True
3538	@user @user wow really mongoloid hahahahaha can't stop laughing. jesus christ. ebt available 1800s?	offensive	indirect	indifference_disgust	origin	individual	True
2579	ight goodnight.. alexa play ching chong bitch woahhvicky	offensive	indirect	anger_disgust	origin	women	True
1051	@user @user @user add 14 points 14 catches retard.	offensive	indirect	shock_indifference	disability	special_needs	True
1259	supposed 5 minutes dumb cunt	offensive	indirect	shock_disgust	gender	women	True
4747	gotta get makeup spic span n#spookyspoofy2018 @url	offensive_normal	indirect	shock_indifference	origin	other	True
3168	cant believe fell love girl calls faggot 	hateful_normal	indirect	anger_sadness	sexual_orientation	other	True
3097	qt nung section chant namin huhu beningging assert dominance ching chong 100 boundaries	fearful_offensive_disrespectful_hateful_normal	indirect	confusion_sadness_shock_indifference_disgust	origin	other	True
3878	@user accessory. close enough maga-mongol no?	offensive	indirect	anger_confusion_sadness_shock_indifference	origin	other	True
5013	@user @user check calendar mongol	offensive	indirect	confusion_indifference	origin	other	True
2296	dyke energy mary louise parker red sparrow really sexy @url	offensive	indirect	anger_disgust	origin	women	True
4881	@user see issue putting twat sort role model?	offensive_disrespectful	indirect	anger_confusion_fear_indifference_disgust	other	other	True
1512	@user omg babe thank 	normal	indirect	confusion_disgust	other	women	False
1969	@user who's cleamson retard?	abusive_hateful	indirect	anger_sadness_shock_indifference_disgust	disability	special_needs	True
680	yep. thinking back whole feminazi movement started. woman may hire potential w @url	offensive	indirect	anger_sadness_shock_indifference_disgust	gender	women	True
530	hes ching chong chicken nugger lol ; )	offensive	direct	anger_indifference	origin	women	True
